Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
BCOR,"Blucora, Inc.",29.81,$1.44B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor
BLBD,Blue Bird Corporation,19.31,$509.54M,2014,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/blbd
BLUE,"bluebird bio, Inc.",130.03,$7.17B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.24,$50.49M,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",5.19,$156.52M,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bkepp
BPMC,Blueprint Medicines Corporation,98.49,$4.81B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmc
ITEQ,BlueStar Israel Technology ETF,39.4873,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iteq
BMCH,"BMC Stock Holdings, Inc.",21.48,$1.43B,2013,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch
WIFI,"Boingo Wireless, Inc.",18.3,$804.93M,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi
BOKF,BOK Financial Corporation,75.8,$5.42B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf
BOKFL,BOK Financial Corporation,25.6901,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokfl
BNSO,"Bonso Electronics International, Inc.",2.7472,$12.95M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bnso
BKNG,Booking Holdings Inc.,1919.65,$83.1B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng
BRQS,"Borqs Technologies, Inc. ",2.82,$88.28M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/brqs
BOMN,Boston Omaha Corporation,23.6,$528.99M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bomn
BPFH,"Boston Private Financial Holdings, Inc.",12.15,$1.02B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh
EPAY,"Bottomline Technologies, Inc.",43.94,$1.91B,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay
BOXL,Boxlight Corporation,2.96,$31.34M,2017,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/boxl
BWMC,Boxwood Merger Corp.,9.82,$247.96M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/bwmc
BWMCU,Boxwood Merger Corp.,10.36,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/bwmcu
BWMCW,Boxwood Merger Corp.,0.6,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/bwmcw
BBRX,"Braeburn Pharmaceuticals, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbrx
BCLI,Brainstorm Cell Therapeutics Inc.,4.12,$89.42M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli
BWAY,Brainsway Ltd.,10.2,$113.41M,2019,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bway
BDGE,"Bridge Bancorp, Inc.",28.8,$571.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bdge
BBIO,"BridgeBio Pharma, Inc.",28.61,$3.45B,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bbio
BLIN          ,"Bridgeline Digital, Inc.",2.43,$2.31M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin
BWB,"Bridgewater Bancshares, Inc.",11.65,$350.32M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bwb
BRID,Bridgford Foods Corporation,34.89,$316.69M,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,10.46,$395.81M,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov
BHF,"Brighthouse Financial, Inc.",36.62,$4.24B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf
BHFAL,"Brighthouse Financial, Inc.",25.85,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhfal
BHFAP,"Brighthouse Financial, Inc.",26.6,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhfap
AVGO,Broadcom Inc.,284.89,$113.41B,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
BVSN,"BroadVision, Inc.",1.47,$7.44M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn
BYFC,Broadway Financial Corporation,1.61,$44.89M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/byfc
BWEN,"Broadwind Energy, Inc.",2.2025,$35.21M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bwen
BPY,Brookfield Property Partners L.P.,19.25,$8.12B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy
BPYPP,Brookfield Property Partners L.P.,25.1,$160.64M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpypp
BPR,Brookfield Property REIT Inc.,19.23,$14.11B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr
BPRAP,Brookfield Property REIT Inc.,25,$250M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bprap
BRKL,"Brookline Bancorp, Inc.",15.16,$1.21B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl
BRKS,"Brooks Automation, Inc.",39.6,$2.86B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks
DOOO,BRP Inc.,36.83,$1.56B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/dooo
BRKR,Bruker Corporation,50.89,$7.98B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr
BMTC,Bryn Mawr Bank Corporation,37.49,$755.32M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc
BSQR,BSQUARE Corporation,1.2,$15.41M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bsqr
BLDR,"Builders FirstSource, Inc.",16.96,$1.96B,2005,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bldr
BFST,"Business First Bancshares, Inc.",25.6,$342.05M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfst
CFFI,C&F Financial Corporation,52.695,$182.84M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cffi
CHRW,"C.H. Robinson Worldwide, Inc.",85.04,$11.61B,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw
CCMP,Cabot Microelectronics Corporation,110.38,$3.21B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/ccmp
CDNS,"Cadence Design Systems, Inc.",74.81,$21.02B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns
CDZI,"Cadiz, Inc.",12.28,$330.74M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi
CZR,Caesars Entertainment Corporation,12.14,$8.18B,2012,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr
CSTE,Caesarstone Ltd.,15.14,$520.34M,2012,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cste
CLBS,"Caladrius Biosciences, Inc.",2.46,$25.54M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/clbs
CHY,Calamos Convertible and High Income Fund,11.16,$816.48M,2003,n/a,n/a,https://www.nasdaq.com/symbol/chy
CHI,Calamos Convertible Opportunities and Income Fund,10.66,$755.5M,2002,n/a,n/a,https://www.nasdaq.com/symbol/chi
CCD,Calamos Dynamic Convertible & Income Fund,20.64,$504.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ccd
CHW,Calamos Global Dynamic Income Fund,8.2,$485.4M,2007,n/a,n/a,https://www.nasdaq.com/symbol/chw
CGO,Calamos Global Total Return Fund,13.18,$114.09M,2005,n/a,n/a,https://www.nasdaq.com/symbol/cgo
CSQ,Calamos Strategic Total Return Fund,13.0057,$2.01B,2004,n/a,n/a,https://www.nasdaq.com/symbol/csq
CAMP,CalAmp Corp.,11.03,$370.94M,1983,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp
CVGW,"Calavo Growers, Inc.",96.18,$1.69B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/cvgw
CALA,"Calithera Biosciences, Inc.",4.27,$167.56M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cala
CALM,"Cal-Maine Foods, Inc.",42.95,$2.09B,1996,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/calm
CLMT,"Calumet Specialty Products Partners, L.P.",4.16,$322.27M,2006,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/clmt
CRUSC,Calvert Management Series,99.98,$99.98M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crusc
CLXT,"Calyxt, Inc.",10.87,$355.47M,2017,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt
CMBM,Cambium Networks Corporation,9.48,$242.76M,2019,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmbm
CATC,Cambridge Bancorp,79.3,$384.31M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/catc
CAC,Camden National Corporation,44.71,$693.98M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cac
CAMT,Camtek Ltd.,8.58,$313.55M,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt
CSIQ,Canadian Solar Inc.,22.12,$1.31B,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq
CGIX,"Cancer Genetics, Inc.",0.1706,$9.86M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cgix
CPHC,Canterbury Park Holding Corporation,12.4264,$57M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/cphc
CBNK,"Capital Bancorp, Inc.",12.3,$168.74M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/cbnk
CCBG,Capital City Bank Group,24.69,$415.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccbg
CPLP,Capital Product Partners L.P.,10.36,$188.32M,2007,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cplp
CSWC,Capital Southwest Corporation,20.91,$365.94M,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswc
CSWCL,Capital Southwest Corporation,26.0255,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswcl
CPTA,Capitala Finance Corp.,9.46,$152.26M,2013,n/a,n/a,https://www.nasdaq.com/symbol/cpta
CPTAG,Capitala Finance Corp.,25.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptag
CPTAL,Capitala Finance Corp.,25.4903,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptal
CFFN,"Capitol Federal Financial, Inc.",13.64,$1.93B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cffn
CAPR,"Capricor Therapeutics, Inc.",3.77,$13.07M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/capr
CSTR,"CapStar Financial Holdings, Inc.",15.1,$266.96M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/cstr
CPST,Capstone Turbine Corporation,0.7911,$57.48M,2000,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cpst
CARA,"Cara Therapeutics, Inc.",22.08,$877.72M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara
CBLK,"Carbon Black, Inc.",17.33,$1.24B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk
CARB,"Carbonite, Inc.",25.52,$879.09M,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/carb
CSII,"Cardiovascular Systems, Inc.",42.81,$1.49B,1981,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii
CDLX,"Cardlytics, Inc.",29.5,$665.8M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx
CATM,Cardtronics plc,28.35,$1.31B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm
CDNA,"CareDx, Inc.",36.29,$1.53B,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cdna
CECO,Career Education Corporation,19.15,$1.34B,1998,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco
CTRE,"CareTrust REIT, Inc.",24.45,$2.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre
CARG,"CarGurus, Inc.",36.17,$4.02B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/carg
CARO,Carolina Financial Corporation,35.07,$782.59M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caro
CART,"Carolina Trust BancShares, Inc.",7.7618,$72.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cart
CRZO,"Carrizo Oil & Gas, Inc.",9.71,$898.22M,1997,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo
TAST,"Carrols Restaurant Group, Inc.",9.45,$419.31M,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast
CARE,Carter Bank & Trust,19.94,$524.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/care
CARV,"Carver Bancorp, Inc.",3.0925,$11.44M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/carv
CASA,"Casa Systems, Inc.",6.36,$533.16M,2017,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa
CWST,"Casella Waste Systems, Inc.",41.05,$1.94B,1997,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/cwst
CASY,"Caseys General Stores, Inc.",157.59,$5.79B,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy
CASI,"CASI Pharmaceuticals, Inc.",3.04,$290.98M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi
CASS,"Cass Information Systems, Inc",47.7,$692.9M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass
SAVA,"Cassava Sciences, Inc.",1.36,$23.42M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sava
CTRM,Castor Maritime Inc.,4.1507,$9.96M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ctrm
CATB,"Catabasis Pharmaceuticals, Inc.",7.5,$86.24M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb
CBIO,"Catalyst Biosciences, Inc. ",8.41,$100.75M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio
CPRX,"Catalyst Pharmaceuticals, Inc.",4.05,$416.56M,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx
CATS,"Catasys, Inc.",18.95,$307.27M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats
CATY,Cathay General Bancorp,35.9,$2.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caty
CVCO,"Cavco Industries, Inc.",157.88,$1.44B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco
CBFV,"CB Financial Services, Inc.",25.5,$138.55M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv
CBAT,"CBAK Energy Technology, Inc.",0.9252,$29.37M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cbat
CBMB,"CBM Bancorp, Inc.",13.58,$57.47M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cbmb
CBOE,"Cboe Global Markets, Inc.",110,$12.3B,2010,n/a,n/a,https://www.nasdaq.com/symbol/cboe
CBTX,"CBTX, Inc.",28.6,$743.58M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx
CDK,"CDK Global, Inc.",51.56,$6.27B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk
CDW,CDW Corporation,113.54,$16.58B,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw
CECE,CECO Environmental Corp.,9.46,$331.59M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece
CELC,Celcuity Inc.,22.45,$229.19M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc
CELG,Celgene Corporation,94.36,$66.55B,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,0.6201,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celgz
CLDX,"Celldex Therapeutics, Inc.",2.69,$37.04M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx
APOP,Cellect Biotechnology Ltd.,0.5496,$6.16M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apop
APOPW,Cellect Biotechnology Ltd.,0.0212,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apopw
CLRB,"Cellectar Biosciences, Inc.",2.11,$19.83M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb
CLRBW,"Cellectar Biosciences, Inc.",0.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.06,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbz
CLLS,Cellectis S.A.,15.75,$668.52M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls
CBMG,"Cellular Biomedicine Group, Inc.",14.09,$270.93M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg
CLSN,Celsion Corporation,1.73,$35.44M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn
CELH,"Celsius Holdings, Inc.",4.11,$235.54M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh
CYAD,Celyad SA,13.4956,$161.17M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad
CETX,Cemtrex Inc.,2.37,$5.89M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx
CETXP,Cemtrex Inc.,1.04,$2.19M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp
CETXW,Cemtrex Inc.,0.0497,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw
CDEV,"Centennial Resource Development, Inc.",7.34,$2.03B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev
CSFL,CenterState Bank Corporation,23.04,$3.01B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl
CETV,Central European Media Enterprises Ltd.,4.3,$1.09B,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,12,$52.97M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,28.66,$1.67B,1993,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,26.13,$1.52B,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,20.92,$285.72M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy
CNTX,Centrexion Therapeutics Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cntx
CTRC,Centric Brands Inc.,3.32,$194.36M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctrc
CENX,Century Aluminum Company,6.66,$591.52M,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",89.21,$496.71M,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",9.7,$285.56M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty
CRNT,Ceragon Networks Ltd.,2.7,$216.38M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt
CERC,Cerecor Inc.,5.4,$231.05M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc
CERN,Cerner Corporation,74.53,$24.25B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern
CERS,Cerus Corporation,5.25,$723.64M,1997,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers
KOOL,Cesca Therapeutics Inc.,2.95,$6.98M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool
CEVA,"CEVA, Inc.",24.8,$544.96M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva
CFFA,CF Finance Acquisition Corp.,10,$359.23M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/cffa
CFFAU,CF Finance Acquisition Corp.,10.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/cffau
CFFAW,CF Finance Acquisition Corp.,0.6,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/cffaw
CSBR,"Champions Oncology, Inc.",7.78,$90.37M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr
CHNG,Change Healthcare Inc.,14.88,$1.86B,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/chng
CHNGU,Change Healthcare Inc.,56.67,n/a,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/chngu
CYOU,Changyou.com Limited,9.38,$499.49M,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou
BURG,"Chanticleer Holdings, Inc.",0.97,$9.72M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg
CTHR,Charles & Colvard Ltd.,1.53,$43.85M,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr
GTLS,"Chart Industries, Inc.",73.82,$2.64B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls
CHTR,"Charter Communications, Inc.",400,$89.36B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr
CTAC,ChaSerg Technology Acquisition Corp.,10,$281.4M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctac
